num,subset,SMILES,lambda,t12,logt12,solvent,E (J),E (eV),mol
233,3,[N+](c1c(cccc1)N=Nc2c(C)[nH]nc2C)(=O)[O-],339,,,acetonitrile,5.86371681415929E-19,3.65984417056434,[N+](c1c(cccc1)N=Nc1c(C)[nH]nc1C)(=O)[O-]
168,4,FC(F)(F)c1ccc(cc1)N=Nc2c(n[nH]c2C)C,334,1404,3.14736710779379,acetonitrile,5.95149700598802E-19,3.71463225695003,FC(F)(F)c1ccc(cc1)N=Nc1c(n[nH]c1C)C
342,5,c1c([N+]([O-])=O)cc2c(nc(N=Nc3cccc(CO)c3)s2)c1,346,,,,5.74508670520231E-19,3.58580108040841,c1c([N+]([O-])=O)cc2c(nc(N=Nc3cccc(CO)c3)s2)c1
412,1,c1cc(ccc1Br)N=Nc2cc3CCCN(CCC#N)c3cc2,420,,,ethanol,4.73285714285714E-19,2.95401708052693,c1cc(ccc1Br)N=Nc1cc2CCCN(CCC#N)c2cc1
635,4,c1cc(ccc1N=Nc2nccs2)C#N,371,6120,3.78675142214556,acetonitrile,5.35795148247979E-19,3.34417027984181,c1cc(ccc1N=Nc1nccs1)C#N
721,2,c1ccccc1-c2c(N=Nc3c(cc(cc3Br)[N+]([O-])=O)C#N)sc(NCCBr)c2,560,,,ethanol,3.54964285714286E-19,2.2155128103952,c1cc(ccc1)-c1c(sc(NCCBr)c1)N=Nc1c(cc(cc1Br)[N+]([O-])=O)C#N
622,5,c1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CC)CC,512,,,,3.882421875E-19,2.42321713636975,c1cc(ccc1N=Nc1ccc(cc1Cl)[N+]([O-])=O)N(CC)CC
771,1,c1ccccc1N=Nc2ccc3c(CCCN3CCC#N)c2,410,,,ethanol,4.84829268292683E-19,3.02606627761295,c1ccccc1N=Nc1ccc2c(CCCN2CCC#N)c1
602,5,c1cc(ccc1N=Nc2ccc(cc2)N(C)C)[N+](=O)[O-],473,,,,4.20253699788584E-19,2.62301728080615,c1cc(ccc1N=Nc1ccc(cc1)N(C)C)[N+](=O)[O-]
487,2,c1cc(ccc1N(CC)CC)N=Nc2c(cc(Br)cc2),427,,,ethanol,4.65526932084309E-19,2.90559057101009,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)Br
374,1,c1cc(ccc1)N=Nc2c(cccc2)NC(C)=O,326,,,methanol,6.09754601226994E-19,3.80578887675249,c1cc(ccc1)N=Nc1c(cccc1)NC(C)=O
646,1,c1cc(ccc1NCC)N=Nc2ccccc2,405,,,ethanol,4.90814814814815E-19,3.06342512054645,c1cc(ccc1NCC)N=Nc1ccccc1
802,5,c1nc2c(cc1)c(N=Nc3nc4c(cccc4)s3)ccc2O,442,,,,4.4972850678733E-19,2.80698455615681,c1nc2c(cc1)c(N=Nc1nc3c(cccc3)s1)ccc2O
277,5,c1(c(c(C)[nH]n1)N=Nc2cccc(c2)O)C,330,240.625,2.38134074685258,acetonitrile,6.02363636363636E-19,3.75965810248882,c1(c(c(C)[nH]n1)N=Nc1cccc(c1)O)C
68,4,C1CN(CCO1)c2ccccc2N=Nc3c(C)n(nc3C)C,328,120960,5.08264177815713,dimethyl sulfoxide,6.06036585365854E-19,3.78258284701619,C1CN(CCO1)c1ccccc1N=Nc1c(C)n(nc1C)C
428,2,c1cc(ccc1C(=O)O)N=NC=2C(=C(C#N)C(N(CCCOC(C)C)C=2NCCCOC)=O)C,436,,,ethanol,4.55917431192661E-19,2.84561278399383,c1cc(ccc1C(=O)O)N=NC=1C(=C(C#N)C(N(CCCOC(C)C)C=1NCCCOC)=O)C
607,2,c1cc(ccc1N=Nc2ccc(cc2)N(CCO)CCO)F,410,,,ethanol,4.84829268292683E-19,3.02606627761295,c1cc(ccc1N=Nc1ccc(cc1)N(CCO)CCO)F
401,5,c1cc(ccc1-c2csc(N=Nc3c4cccnc4c(O)cc3)n2)Br,462,,,,4.3025974025974E-19,2.6854700732063,c1cc(ccc1-c1csc(N=Nc2c3cccnc3c(O)cc2)n1)Br
171,1,FC(F)(F)c1ccc(cc1)N=Nc2cc3CCCN4CCCc(c2)c34,471,,,ethanol,4.2203821656051E-19,2.63415535843166,FC(F)(F)c1ccc(cc1)N=Nc1cc2CCCN3CCCc(c1)c23
175,1,FC(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C,427,,,ethanol,4.65526932084309E-19,2.90559057101009,FC(F)(F)c1ccc(cc1)N=Nc1ccc(cc1)N(C)C
55,1,C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)Br,464,,,ethanol,4.28405172413793E-19,2.67389477116662,C1CCc2cc(cc3CCCN1c23)N=Nc1ccc(cc1)Br
473,2,c1cc(ccc1N(C)C)N=Nc2c(c(F)c3Sc4ccccc4Sc3c2F)F,446,,,ethanol,4.45695067264574E-19,2.78180980677424,c1cc(ccc1N(C)C)N=Nc1c(c(F)c2Sc3ccccc3Sc2c1F)F
198,2,N#Cc1cc([N+]([O-])=O)ccc1N=Nc2c(C)c(C#N)c(s2)NCCBr,583,,,ethanol,3.40960548885077E-19,2.12810835989933,N#Cc1cc(ccc1N=Nc1c(C)c(C#N)c(s1)NCCBr)[N+]([O-])=O
35,5,C(c1cc(cc(C#N)c1N=Nc2c(C)cc(cc2)N(CC)CC)C#N)#N,562,,,,3.53701067615658E-19,2.20762842316959,C(c1cc(cc(C#N)c1N=Nc1c(C)cc(cc1)N(CC)CC)C#N)#N
268,3,c1(c(N=Nc2cccc(c2)O)c(C)on1)C,313,,,acetonitrile,6.35079872204473E-19,3.9638567853716,c1(c(N=Nc2cccc(c2)O)c(C)on1)C
647,5,c1cc(ccc1NCCC#N)N=Nc2c([N+](=O)[O-])cccc2,422,,,,4.71042654028436E-19,2.94001699957657,c1cc(ccc1NCCC#N)N=Nc1c([N+](=O)[O-])cccc1
645,4,c1cc(ccc1NC(NCCSS(=O)(=O)C)=O)N=Nc2ccc(cc2)NC(NCCSS(=O)(=O)C)=O,382,10.8,1.03342375548695,water,5.20366492146597E-19,3.2478721827783,c1cc(ccc1NC(NCCSS(=O)(=O)C)=O)N=Nc1ccc(cc1)NC(NCCSS(=O)(=O)C)=O
255,2,c1(N=Nc2nccs2)nc(cs1),398,,,ethanol,4.99447236180905E-19,3.11730445683746,N(=Nc1nccs1)c1nccs1
795,4,c1cnc(N=Nc2ccccc2Cl)s1,371,23760,4.37584643630916,acetonitrile,5.35795148247979E-19,3.34417027984181,c1cnc(N=Nc2ccccc2Cl)s1
286,1,c1(cc(N(CCO)CCC#N)ccc1N=Nc2cccc(Br)c2)C,414,,,ethanol,4.80144927536232E-19,2.9968289222737,c1(cc(N(CCO)CCC#N)ccc1N=Nc1cccc(Br)c1)C
720,5,c1ccccc1-c2[nH]c3c(cccc3)c2N=Nc4sc(CC)nn4,440,,,,4.51772727272727E-19,2.81974357686662,c1ccccc1-c1[nH]c2c(cccc2)c1N=Nc1sc(CC)nn1
215,2,O=S(=O)(C)OCCNc1sc(c(C)c1C#N)N=Nc2c(Cl)cc(cc2)[N+](=O)[O-],599,,,ethanol,3.31853088480801E-19,2.07126406314075,O=S(=O)(C)OCCNc1c(c(C)c(s1)N=Nc1ccc(cc1Cl)[N+]([O-])=O)C#N
662,1,c1cc(ccc1O)N=Nc2ccc(cc2)C,353,,,ethanol,5.63116147308782E-19,3.51469454340315,c1cc(ccc1O)N=Nc1ccc(cc1)C
555,2,c1cc(ccc1N=Nc2c3c(c4c(Nc5c(cccc5)S4)c2F)Sc6ccccc6S3)N(C)C,404,,,ethanol,4.92029702970297E-19,3.07100785599334,c1cc(ccc1N=Nc1c2c(c3c(Nc4c(cccc4)S3)c1F)Sc1ccccc1S2)N(C)C
569,1,c1cc(ccc1N=Nc2cc3CCCN(CCC#N)c3cc2)OC,406,,,ethanol,4.89605911330049E-19,3.05587973847613,c1cc(ccc1N=Nc1cc2CCCN(CCC#N)c2cc1)OC
584,5,c1cc(ccc1N=Nc2ccc(cc2)Br)Br,324,,,,6.13518518518519E-19,3.82928140068306,c1cc(ccc1N=Nc1ccc(cc1)Br)Br
410,4,c1cc(ccc1Br)N=Nc2c(n[nH]c2C)C,337,23184,4.3651883681271,acetonitrile,5.89851632047478E-19,3.68156431400982,c1cc(ccc1Br)N=Nc1c(n[nH]c1C)C
526,1,c1cc(ccc1N=Nc2c(C)cccc2)N(CCCl)CCCl,395,,,ethanol,5.03240506329114E-19,3.14098018688939,c1cc(ccc1N=Nc1c(C)cccc1)N(CCCl)CCCl
674,1,c1cc(ccc1OC)N=Nc2ccc(cc2)N(C)C,407,,,ethanol,4.88402948402948E-19,3.04837143445039,c1cc(ccc1OC)N=Nc1ccc(cc1)N(C)C
758,5,c1ccccc1N=Nc2cc(C)ccc2O,330,,,,6.02363636363636E-19,3.75965810248882,c1ccccc1N=Nc1cc(C)ccc1O
670,1,c1cc(ccc1OC)N=Nc2cc3c4N(CC3)CCCc4c2,417,,,ethanol,4.76690647482014E-19,2.97526900196957,c1cc(ccc1OC)N=Nc1cc2c3N(CC2)CCCc3c1
442,1,c1cc(ccc1C)N=Nc2ccc(NCCC#N)cc2C,395,,,ethanol,5.03240506329114E-19,3.14098018688939,c1cc(ccc1C)N=Nc1ccc(NCCC#N)cc1C
431,5,c1cc(ccc1C(=O)O)N=Nc2ccc(c3ncccc23)O,503,,,,3.95188866799205E-19,2.4665748982531,c1cc(ccc1C(=O)O)N=Nc1ccc(c2ncccc12)O
710,1,c1ccc(c(C#N)c1)N=Nc2cc3c(cc2)N(CCC3)CCC#N,448,,,ethanol,4.43705357142857E-19,2.769391012994,c1ccc(c(C#N)c1)N=Nc1cc2c(cc1)N(CCC2)CCC#N
396,4,c1cc(ccc1)N=Nc2n(ccn2)C,363,32400,4.51054501020661,acetonitrile,5.47603305785124E-19,3.41787100226256,c1cc(ccc1)N=Nc1n(ccn1)C
443,1,c1cc(ccc1C)N=Nc2ccc(O)cc2O,386,,,ethanol,5.14974093264249E-19,3.21421547622101,c1cc(ccc1C)N=Nc1ccc(O)cc1O
460,5,c1cc(ccc1F)N=Nc2c(n[nH]c2C)C,330,427.777777777778,2.63121822006918,acetonitrile,6.02363636363636E-19,3.75965810248882,c1cc(ccc1F)N=Nc1c(n[nH]c1C)C
52,4,C1CCN(C1)c2cc(ccc2N=Nc3ccc(cc3N4CCCCC4)OC)OC,488,1.224,0.0877814178095424,acetonitrile,4.07336065573771E-19,2.54239174963383,C1CCN(C1)c1cc(ccc1N=Nc1ccc(cc1N1CCCCC1)OC)OC
730,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3)C(C)=O))C(OCC)=O,479,,,ethanol,4.14989561586639E-19,2.5901611144495,c1cc(ccc1C(=O)C)N=Nc1sc(c(c1-c1ccccc1)C(OCC)=O)NCCBr
337,4,c1c(OC)c(c(cc1NC(=O)C)OC)N=Nc2c(cc(cc2OC)NC(=O)C)OC,338,1209600,6.08264177815713,dimethyl sulfoxide,5.8810650887574E-19,3.67067211189737,c1c(OC)c(c(cc1NC(=O)C)OC)N=Nc1c(cc(cc1OC)NC(=O)C)OC
240,5,c1(C)cc2c(sc(n2)N=Nc3c4c(c(cc3)O)nccc4)cc1C,456,,,,4.35921052631579E-19,2.72080520574849,c1(C)cc2c(sc(n2)N=Nc2c3c(c(cc2)O)nccc3)cc1C
655,5,c1cc(ccc1NCCC#N)N=Nc2cccc(c2)[N+](=O)[O-],418,,,,4.7555023923445E-19,2.96815113354381,c1cc(ccc1NCCC#N)N=Nc1cccc(c1)[N+](=O)[O-]
380,5,c1cc(ccc1)N=Nc2ccc(cc2)F,322,,,,6.17329192546584E-19,3.85306575720904,c1cc(ccc1)N=Nc1ccc(cc1)F
127,3,Cc1noc(c1N=Nc2ccccc2Cl)C,321,,,acetonitrile,6.19252336448598E-19,3.86506907732496,Cc1noc(c1N=Nc1ccccc1Cl)C
46,4,C1CCCN1c2cc(OC)cc(F)c2N=Nc3ccc(cc3)OC,335,259200,5.41363499719856,acetonitrile,5.93373134328358E-19,3.70354380245167,C1CCCN1c1cc(OC)cc(F)c1N=Nc1ccc(cc1)OC
533,5,c1cc(ccc1N=Nc2c(OC)cccc2)NCCC#N,394,,,,5.04517766497462E-19,3.14895221782059,c1cc(ccc1N=Nc1c(OC)cccc1)NCCC#N
798,5,c1nc2c(cc1)c(N=Nc3c(C(=O)O)cccc3)ccc2O,398,,,,4.99447236180905E-19,3.11730445683746,c1nc2c(cc1)c(N=Nc1c(C(=O)O)cccc1)ccc2O
74,2,CC(C)(C)c1cc(N=Nc2cc(SOON(CC)CC)ccc2OC)c(O)c(C(C)(C)C)c1,421,,,ethanol,4.72161520190024E-19,2.94700041287722,CC(C)(C)c1cc(N=Nc2cc(SOON(CC)CC)ccc2OC)c(O)c(C(C)(C)C)c1
713,4,c1ccc(cc1C#N)N=Nc2cccs2,364,63720,4.80427576712909,acetonitrile,5.46098901098901E-19,3.40848124676184,c1ccc(cc1C#N)N=Nc1cccs1
778,5,c1ccccc1N=Nc2cnccc2,322,820625.285679437,5.91414489462196,toluene,6.17329192546584E-19,3.85306575720904,c1ccccc1N=Nc1cnccc1
727,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3ccc(cc3))C(OCC)=O,446,,,ethanol,4.45695067264574E-19,2.78180980677424,c1cc(ccc1)N=Nc1sc(NCCBr)c(c1-c1ccccc1)C(=O)OCC
659,3,c1cc(ccc1O)N=Nc2c(noc2C)C,340,,,acetonitrile,5.84647058823529E-19,3.64907992300385,c1cc(ccc1O)N=Nc1c(noc1C)C
532,4,c1cc(ccc1N=Nc2c(N3CCCC3)cc(OC)cc2)OC,340,15.192,1.18161495172896,acetonitrile,5.84647058823529E-19,3.64907992300385,c1cc(ccc1N=Nc1c(N2CCCC2)cc(OC)cc1)OC
43,5,C1CCCN1c2c(OC)cc(N=Nc3cc(OC)c(N4CCCC4)cc3)cc2,452,,,,4.39778761061947E-19,2.74488312792325,C1CCCN1c1c(OC)cc(N=Nc2cc(OC)c(N3CCCC3)cc2)cc1
669,2,c1cc(ccc1OC)N=Nc2c3c(c(cc2)OC)nccc3,367,,,ethanol,5.41634877384196E-19,3.3806190022379,c1cc(ccc1OC)N=Nc1c2c(c(cc1)OC)nccc2
708,2,c1ccc(N=NC=2C(=C(C#N)C(N(CC)C=2NCCCOC)=O)C)c(c1)C(=O)OC,425,,,ethanol,4.67717647058824E-19,2.91926393840308,c1ccc(N=NC=2C(=C(C#N)C(N(CC)C=2NCCCOC)=O)C)c(c1)C(=O)OC
640,5,c1cc(ccc1N=Nc2sc3cc(ccc3n2)[N+]([O-])=O)OC,399,,,,4.98195488721805E-19,3.10949166371256,c1cc(ccc1N=Nc1sc2cc(ccc2n1)[N+]([O-])=O)OC
115,1,CN(C)c1ccc(cc1)N=Nc2cc(Cl)ccc2,420,,,ethanol,4.73285714285714E-19,2.95401708052693,CN(C)c1ccc(cc1)N=Nc1cc(Cl)ccc1
357,2,c1cc(ccc1)-c2c(C(OCC)=O)c(N3CC3)sc2N=Nc4c(Cl)cc(cc4)[N+](=O)[O-],526,,,ethanol,3.77908745247148E-19,2.35872086277816,c1cc(ccc1)-c1c(C(OCC)=O)c(N2CC2)sc1N=Nc1ccc(cc1Cl)[N+]([O-])=O
703,5,c1cc2c(sc(N=Nc3ccccc3Cl)n2)cc1[N+]([O-])=O,343,,,,5.79533527696793E-19,3.61716377207379,c1cc2c(sc(N=Nc3ccccc3Cl)n2)cc1[N+]([O-])=O
20,5,C(C)N(CC)c1ccc(cc1)N=Nc2ccc(cc2)N3CCCCC3,420,,,,4.73285714285714E-19,2.95401708052693,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)N1CCCCC1
653,5,c1cc(ccc1NCCC#N)N=Nc2ccc(cc2)NC(C)=O,403,,,,4.93250620347395E-19,3.07862822288166,c1cc(ccc1NCCC#N)N=Nc1ccc(cc1)NC(C)=O
484,1,c1cc(ccc1N(CC)CC)N=Nc2c(C#N)ccc(C#N)c2,495,,,ethanol,4.01575757575758E-19,2.50643873499255,c1cc(ccc1N(CC)CC)N=Nc1c(C#N)ccc(C#N)c1
801,2,c1nc2c(cc1)c(N=Nc3nc4c(ccc5c4cccc5)s3)ccc2O,564,,,ethanol,3.52446808510638E-19,2.19979995358388,c1nc2c(cc1)c(N=Nc1nc3c(ccc4c3cccc4)s1)ccc2O
210,2,O=C1c2c3c(c(N=Nc4c(ccc(c4)[N+]([O-])=O)N)cc2)cccc3C(=O)N1CCCCCCCCCC,420,,,ethanol,4.73285714285714E-19,2.95401708052693,O=C1c2c3c(c(N=Nc4c(ccc(c4)[N+]([O-])=O)N)cc2)cccc3C(=O)N1CCCCCCCCCC
496,2,c1cc(ccc1N(CC)CC)N=Nc2ccc(OC)cc2,414,,,ethanol,4.80144927536232E-19,2.9968289222737,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)OC
302,5,c1(cccc(F)c1N=Nc2c(n(nc2C)C)C)F,328,8839285.71428571,6.94641717192737,acetonitrile,6.06036585365854E-19,3.78258284701619,c1(cccc(F)c1N=Nc1c(n(nc1C)C)C)F
343,2,c1c(c2nc(N=Nc3c4cccnc4c(cc3)O)sc2cc1Cl)Cl,546,,,ethanol,3.64065934065934E-19,2.27232083117456,c1c(c2nc(N=Nc3c4cccnc4c(cc3)O)sc2cc1Cl)Cl
440,3,c1cc(ccc1C)N=Nc2c(noc2C)C,323,,,acetonitrile,6.15417956656347E-19,3.84113676105669,c1cc(ccc1C)N=Nc1c(noc1C)C
454,1,c1cc(ccc1Cl)N=Nc2c(cc(cc2)N(CCC#N)CCO)C,413,,,ethanol,4.81307506053269E-19,3.00408516663756,c1cc(ccc1Cl)N=Nc1c(cc(cc1)N(CCC#N)CCO)C
510,2,c1cc(ccc1N=NC(C(C)=O)C(=O)c2ccccc2)S(=O)(=O)N,360,,,ethanol,5.52166666666667E-19,3.44635326061475,c1cc(ccc1N=NC(C(C)=O)C(=O)c1ccccc1)S(=O)(=O)N
483,1,c1cc(ccc1N(CC)C)N=Nc2ccccc2,411,,,ethanol,4.83649635036496E-19,3.01870358593993,c1cc(ccc1N(CC)C)N=Nc1ccccc1
272,3,c1(c(c(C)[nH]n1)N=Nc2c(ccc(c2)Cl)Cl)C,346,,,acetonitrile,5.74508670520231E-19,3.58580108040841,c1(c(c(C)[nH]n1)N=Nc1c(ccc(c1)Cl)Cl)C
58,1,C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)O,449,,,ethanol,4.4271714922049E-19,2.76322310427909,C1CCc2cc(cc3CCCN1c23)N=Nc1ccc(cc1)O
505,1,c1cc(ccc1N)N=Nc2ccccc2,389,,,ethanol,5.11002570694088E-19,3.18942718205992,c1cc(ccc1N)N=Nc1ccccc1
705,5,c1cc2c(sc(N=Nc3ccccc3SC)n2)cc1[N+]([O-])=O,340,,,,5.84647058823529E-19,3.64907992300385,c1cc2c(sc(N=Nc3ccccc3SC)n2)cc1[N+]([O-])=O
194,3,Fc1ccc(c(c1)N=Nc2c(C)n[nH]c2C)F,343,,,acetonitrile,5.79533527696793E-19,3.61716377207379,Fc1ccc(c(c1)N=Nc1c(C)n[nH]c1C)F
746,5,c1ccccc1N=Nc2c(C)cc(N(CCC#N)CC)cc2,404,,,,4.92029702970297E-19,3.07100785599334,c1ccccc1N=Nc1c(C)cc(N(CCC#N)CC)cc1
502,5,c1cc(ccc1N(CCO)CCC#N)N=Nc2ccc(cc2)[N+](=O)[O-],451,,,,4.40753880266075E-19,2.7509693432845,c1cc(ccc1N(CCO)CCC#N)N=Nc1ccc(cc1)[N+](=O)[O-]
119,4,COc1cc(c(cc1)N=Nc2c(F)cc(OC)cc2)F,359,216720,5.33589899202511,acetonitrile,5.53704735376045E-19,3.45595313042148,COc1cc(c(cc1)N=Nc1c(F)cc(OC)cc1)F
441,1,c1cc(ccc1C)N=Nc2cc3CCCN(CCC#N)c3cc2,410,,,ethanol,4.84829268292683E-19,3.02606627761295,c1cc(ccc1C)N=Nc1cc2CCCN(CCC#N)c2cc1
304,5,c1(ccccc1N=Nc2c(C)[nH]nc2C)Br,340,161.538461538465,2.20827594242709,acetonitrile,5.84647058823529E-19,3.64907992300385,c1(ccccc1N=Nc1c(C)[nH]nc1C)Br
97,2,CCN(CC)c1ccc(c(O)c1)N=Nc2scc(C)n2,504,,,ethanol,3.94404761904762E-19,2.46168090043911,CCN(CC)c1ccc(c(O)c1)N=Nc1scc(C)n1
212,2,O=C1c2c3c(c(N=Nc4c5c(ccc4N)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC,546,,,ethanol,3.64065934065934E-19,2.27232083117456,O=C1c2c3c(c(N=Nc4c5c(ccc4N)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC
257,5,c1(c(C)[nH]c2ccccc12)N=Nc3nc([nH]n3)S,392,,,,5.07091836734694E-19,3.16501830056457,c1(N=NC=2NC(NN=2)=S)c(C)[nH]c2ccccc12
471,1,c1cc(ccc1N(C)C)N=Nc2c(OC)cccc2,413,,,ethanol,4.81307506053269E-19,3.00408516663756,c1cc(ccc1N(C)C)N=Nc1c(OC)cccc1
716,5,c1ccc2c(c1)nc(N=Nc3ccccc3OC)s2,325,,,,6.11630769230769E-19,3.81749899637326,c1ccc2c(c1)nc(N=Nc1ccccc1OC)s2
248,3,c1(Cl)cccc(Cl)c1N=Nc2c(onc2C)C,297,,,acetonitrile,6.69292929292929E-19,4.17739789165425,c1(Cl)cccc(Cl)c1N=Nc1c(onc1C)C
31,1,C(Cl)CN(CCCl)c1ccc(cc1)N=Nc2ccccc2,397,,,ethanol,5.00705289672544E-19,3.12515660912169,C(Cl)CN(CCCl)c1ccc(cc1)N=Nc1ccccc1
258,5,c1(c(C)[nH]c2ccccc12)N=Nc3scnn3,428,,,,4.64439252336449E-19,2.89880180799372,c1(c(C)[nH]c2ccccc12)N=Nc1scnn1
537,5,c1cc(ccc1N=Nc2c([N+](=O)[O-])cccc2)N(C)C,440,,,,4.51772727272727E-19,2.81974357686662,c1cc(ccc1N=Nc1c([N+](=O)[O-])cccc1)N(C)C
143,2,FC(F)(F)c1c(ccc(c1)[N+]([O-])=O)N=Nc2cc(C#N)c(NCCOS(=O)(=O)C)s2,604,,,ethanol,3.29105960264901E-19,2.0541178374525,FC(F)(F)c1cc(ccc1N=Nc1sc(c(C#N)c1)NCCOS(=O)(=O)C)[N+](=O)[O-]
348,1,c1c2CCCN3CCCc(cc1N=Nc4ccccc4)c23,442,,,ethanol,4.4972850678733E-19,2.80698455615681,c1c2CCCN3CCCc(cc1N=Nc1ccccc1)c23
153,2,FC(F)(F)c1ccc(c(c1))N=Nc2sc(c(C(OCC)=O)c2-c3ccccc3)NCCBr,462,,,ethanol,4.3025974025974E-19,2.6854700732063,FC(F)(F)c1ccc(cc1)N=Nc1sc(c(c1-c1ccccc1)C(OCC)=O)NCCBr
804,2,n1c(csc1N=Nc2c3ccccc3ccc2O)C,491,,,ethanol,4.04847250509165E-19,2.52685778782344,n1c(csc1N=Nc1c2ccccc2ccc1O)C
728,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(S(=O)(=O)C)cc3Cl))C(OCC)=O,495,,,ethanol,4.01575757575758E-19,2.50643873499255,c1ccccc1-c1c(N=Nc2c(cc(cc2)S(=O)(=O)C)Cl)sc(NCCBr)c1C(OCC)=O
783,4,c1ccccc1N=Nc2n(c(cc2C)C)C,394,76320,4.88263836169604,acetonitrile,5.04517766497462E-19,3.14895221782059,c1ccccc1N=Nc1n(c(cc1C)C)C
776,5,c1ccccc1N=Nc2ccn(C)n2,320,6300000,6.79934054945358,acetonitrile,6.211875E-19,3.8771474181916,c1ccccc1N=Nc1ccn(C)n1
39,2,C1(=C(N(C(C(=C1C)C#N)=O)CC)NCCCOC)N=Nc2c(cc(cc2))[N+]([O-])=O,445,,,ethanol,4.46696629213483E-19,2.78806106476699,[N+](c1c(cccc1)N=NC=1C(=C(C#N)C(N(CC)C=1NCCCOC)=O)C)(=O)[O-]
250,4,c1(F)cc(cc(F)c1N=Nc2ccc(cc2)OC)OC,350,1548000,6.18977095634687,acetonitrile,5.67942857142857E-19,3.54482049663232,c1(F)cc(cc(F)c1N=Nc1ccc(cc1)OC)OC
448,5,c1cc(ccc1C)N=Nc2n[nH]cc2,332,,,,5.98734939759036E-19,3.73700955970274,c1cc(ccc1C)N=Nc1n[nH]cc1
111,5,CN(C)c1ccc(N=Nc2c(cc(Cl)cc2)C)c(c1)C,411,,,,4.83649635036496E-19,3.01870358593993,CN(C)c1ccc(N=Nc2c(cc(Cl)cc2)C)c(c1)C
540,4,c1cc(ccc1N=Nc2c(cc(OC)cc2)N3CCCCC3)OC,341,32760,4.51534389308838,acetonitrile,5.82932551319648E-19,3.63837880886015,c1cc(ccc1N=Nc1c(cc(OC)cc1)N1CCCCC1)OC
685,5,c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CCC#N)CC,452,,,,4.39778761061947E-19,2.74488312792325,c1cc(ccc1[N+](=O)[O-])N=Nc1ccc(cc1)N(CCC#N)CC
678,2,c1cc(ccc1OCC)N=Nc2ccc(cc2)NCCO,398,,,ethanol,4.99447236180905E-19,3.11730445683746,c1cc(ccc1OCC)N=Nc1ccc(cc1)NCCO
564,1,c1cc(ccc1N=Nc2cc(Cl)ccc2)O,357,,,ethanol,5.56806722689076E-19,3.47531421238462,c1cc(ccc1N=Nc1cc(Cl)ccc1)O
504,5,c1cc(ccc1N)N=Nc2ccc(cc2)N(C)C,410,,,,4.84829268292683E-19,3.02606627761295,c1cc(ccc1N)N=Nc1ccc(cc1)N(C)C
761,5,c1ccccc1N=Nc2ccc(N)cc2N,411,,,,4.83649635036496E-19,3.01870358593993,c1ccccc1N=Nc1ccc(N)cc1N
193,5,Fc1cc(cc(F)c1N=Nc2ccccc2)C(=O)OCC,316,25194.6495725999,4.4013083222177,acetonitrile,6.29050632911392E-19,3.92622523361174,Fc1cc(cc(F)c1N=Nc1ccccc1)C(=O)OCC
147,1,FC(F)(F)c1c(cccc1)N=Nc2ccc(cc2C)N(CCO)CCO,454,,,ethanol,4.3784140969163E-19,2.732791131765,FC(F)(F)c1c(cccc1)N=Nc1ccc(cc1C)N(CCO)CCO
155,2,FC(F)(F)c1cc(c(c([N+]([O-])=O)c1)N=Nc2sc(c(c2-c3ccccc3)C(OCC)=O)NCCBr),492,,,ethanol,4.04024390243903E-19,2.52172189801079,FC(F)(F)c1cc(c(N=Nc2sc(NCCBr)c(c2-c2ccccc2)C(OCC)=O)cc1)[N+]([O-])=O
579,2,c1cc(ccc1N=Nc2ccc(OC)cc2)N(C)C,405,,,ethanol,4.90814814814815E-19,3.06342512054645,c1cc(ccc1OC)N=Nc1ccc(cc1)N(C)C
181,4,FC(F)(F)c1ccc(cc1)N=Nc2sccc2,357,51480,4.71163853823235,acetonitrile,5.56806722689076E-19,3.47531421238462,FC(F)(F)c1ccc(cc1)N=Nc1sccc1
466,2,c1cc(ccc1I)N=Nc2ccc(cc2)N(CCO)CCO,424,,,ethanol,4.68820754716981E-19,2.92614899486158,c1cc(ccc1I)N=Nc1ccc(cc1)N(CCO)CCO
715,5,c1ccc2c(c1)nc(N=Nc3ccccc3Cl)s2,335,,,,5.93373134328358E-19,3.70354380245167,c1ccc2c(c1)nc(N=Nc1ccccc1Cl)s2
711,1,c1ccc(c(C#N)c1)N=Nc2ccc(cc2C)N(CCO)CCC#N,438,,,ethanol,4.53835616438356E-19,2.83261911831349,c1ccc(c(C#N)c1)N=Nc1ccc(cc1C)N(CCO)CCC#N
117,3,CN(C)c1ccccc1N=Nc2nccs2,525,,,acetonitrile,3.78628571428572E-19,2.36321366442154,CN(C)c1ccccc1N=Nc1nccs1
