num,subset,SMILES,lambda,t12,logt12,solvent,E (J),E (eV),mol
676,4,c1cc(ccc1OC)N=Nc2nnn(C)c2,349,1468800,6.16696266385717,acetonitrile,5.69570200573066E-19,3.55497757541923,c1cc(ccc1OC)N=Nc1nnn(C)c1
507,5,c1cc(ccc1N2CCCC2)N=Nc3ccc(cc3)N4CCCC4,431,,,,4.61206496519722E-19,2.8786245332281,c1cc(ccc1N1CCCC1)N=Nc1ccc(cc1)N1CCCC1
446,1,c1cc(ccc1C)N=Nc2ccc(cc2)N(CCCl)CCCl,407,,,ethanol,4.88402948402948E-19,3.04837143445039,c1cc(ccc1C)N=Nc1ccc(cc1)N(CCCl)CCCl
28,1,C(CO)N(CCO)c1ccc(c(c1)C)N=Nc2ccc(cc2)Cl,424,,,ethanol,4.68820754716981E-19,2.92614899486158,C(CO)N(CCO)c1ccc(c(c1)C)N=Nc1ccc(cc1)Cl
479,1,c1cc(ccc1N(C)C)N=Nc2ccccc2Br,425,,,ethanol,4.67717647058824E-19,2.91926393840308,c1cc(ccc1N(C)C)N=Nc1ccccc1Br
725,2,c1ccccc1-c2c(c(N3CC3)sc2N=Nc4c(cc(cc4Br)[N+]([O-])=O)C#N),588,,,ethanol,3.38061224489796E-19,2.11001220037638,c1cc(ccc1)-c1c(sc(c1)N1CC1)N=Nc1c(cc(cc1Br)[N+]([O-])=O)C#N
318,5,c1c(C)c(c(cc1)N=Nc2cccc(C)c2C)C,332,,,,5.98734939759036E-19,3.73700955970274,c1c(C)c(c(cc1)N=Nc1cccc(C)c1C)C
544,2,c1cc(ccc1N=Nc2c(cc(cc2)C)Cl)N3CC3,379,,,ethanol,5.24485488126649E-19,3.27358093356546,c1cc(ccc1N1CC1)N=Nc1c(cc(C)cc1)Cl
227,2,O=S(=O)(OCCNc1sc(c(C)c1C#N)N=Nc2c(cc(cc2[N+](=O)[O-])[N+]([O-])=O)Br)C,586,,,ethanol,3.39215017064846E-19,2.1172136072036,O=S(=O)(OCCNc1sc(c(C)c1C#N)N=Nc1c(cc(cc1[N+](=O)[O-])[N+]([O-])=O)Br)C
70,2,CC(C)(C)OC(=O)NCCCNc1sc(nc1C(OCC)=O)N=Nc2nc(C(=O)OCC)cs2,528,,,ethanol,3.76477272727273E-19,2.34978631405551,CC(C)(C)OC(=O)NCCCNc1sc(nc1C(OCC)=O)N=Nc1nc(C(=O)OCC)cs1
109,5,CN(C)c1cc(C)c(N=Nc2c(C)ccc([N+](=O)[O-])c2)cc1,425,,,,4.67717647058824E-19,2.91926393840308,CN(C)c1cc(C)c(N=Nc2c(C)ccc([N+](=O)[O-])c2)cc1
629,5,c1cc(ccc1N=Nc2ccccc2)NCCO,398,,,,4.99447236180905E-19,3.11730445683746,c1cc(ccc1N=Nc1ccccc1)NCCO
695,5,c1cc(ccc1[N+]([O-])=O)N=Nc2cc(c(cc2)N(CC)CC)OC,492,,,,4.04024390243903E-19,2.52172189801079,c1cc(ccc1[N+]([O-])=O)N=Nc1cc(c(cc1)N(CC)CC)OC
133,1,ClCCN(CCCl)c1ccc(cc1)N=Nc2cc(C)ccc2,395,,,ethanol,5.03240506329114E-19,3.14098018688939,ClCCN(CCCl)c1ccc(cc1)N=Nc1cc(C)ccc1
617,5,c1cc(ccc1N=Nc2ccc(cc2)[N+](=O)[O-])NCCO,503,,,,3.95188866799205E-19,2.4665748982531,c1cc(ccc1N=Nc1ccc(cc1)[N+](=O)[O-])NCCO
542,1,c1cc(ccc1N=Nc2c(cc(cc2)N(CCC#N)CCO)C)C,402,,,ethanol,4.94477611940299E-19,3.08628650204306,c1cc(ccc1N=Nc1c(cc(cc1)N(CCC#N)CCO)C)C
301,5,c1(cccc(C)c1N=Nc2ccccc2)C,316,,,,6.29050632911392E-19,3.92622523361174,c1(cccc(C)c1N=Nc1ccccc1)C
13,2,C(C)N(CC)c1cc(c(cc1OC)N=Nc2cc(c([N+](=O)[O-])cc2C(=O)OC)C(OC)=O)NC(C)=O,537,,,ethanol,3.70167597765363E-19,2.31040442052386,C(C)N(CC)c1cc(c(cc1OC)N=Nc1cc(c([N+](=O)[O-])cc1C(=O)OC)C(OC)=O)NC(C)=O
183,1,FC(F)(F)c1cccc(N=Nc2ccc(cc2)N(C)CC)c1,426,,,ethanol,4.66619718309859E-19,2.91241120615331,FC(F)(F)c1cccc(N=Nc2ccc(cc2)N(C)CC)c1
660,1,c1cc(ccc1O)N=Nc2cc3c4N(CC3)CCCc4c2,414,,,ethanol,4.80144927536232E-19,2.9968289222737,c1cc(ccc1O)N=Nc1cc2c3N(CC2)CCCc3c1
216,2,O=S(=O)(C)OCCNc1sc(c(C)c1C(N)=O)N=Nc2ccc(cc2C#N)[N+]([O-])=O,460,,,ethanol,4.32130434782609E-19,2.69714603004633,O=S(=O)(C)OCCNc1sc(c(c1C(N)=O)C)N=Nc1ccc(cc1C#N)[N+](=O)[O-]
740,5,c1ccccc1-c2n(C)c3ccccc3c2N=Nc4nnc(CC)s4,438,,,,4.53835616438356E-19,2.83261911831349,c1ccccc1-c1n(C)c2ccccc2c1N=Nc1nnc(CC)s1
482,1,c1cc(ccc1N(C)C)N=Nc2ccccc2F,418,,,ethanol,4.7555023923445E-19,2.96815113354381,c1cc(ccc1N(C)C)N=Nc1ccccc1F
577,5,c1cc(ccc1N=Nc2ccc(O)cc2O)[N+]([O-])=O,432,,,,4.60138888888889E-19,2.87196105051229,c1cc(ccc1N=Nc1ccc(O)cc1O)[N+]([O-])=O
517,2,c1cc(ccc1N=NC=2C(=C(C(=O)N)C(NC=2O)=O)C)Cl,422,,,ethanol,4.71042654028436E-19,2.94001699957657,c1cc(ccc1N=Nc1c(C)c(C(N)=O)c(nc1O)O)Cl
158,1,FC(F)(F)c1cc(cc(C(F)(F)F)c1)N=Nc2cc3CCCN(CCC#N)c3cc2,450,,,ethanol,4.41733333333333E-19,2.7570826084918,FC(F)(F)c1cc(cc(C(F)(F)F)c1)N=Nc1cc2CCCN(CCC#N)c2cc1
44,4,C1CCCN1c2c(c(ccc2)F)N=Nc3cccn3C,362,3348,3.52478544932122,dimethyl sulfoxide,5.49116022099448E-19,3.4273126348655,C1CCCN1c1c(c(ccc1)F)N=Nc1cccn1C
220,2,O=S(=O)(N)c1c(OC)c(N=Nc2c3ccccc3ccc2O)cc(c1)C,500,,,ethanol,3.9756E-19,2.48137434764262,O=S(=O)(N)c1c(OC)c(N=Nc2c3ccccc3ccc2O)cc(c1)C
638,5,c1cc(ccc1N=Nc2sc3c(n2)cccc3)OC,361,,,,5.50637119113573E-19,3.4368065756823,c1cc(ccc1N=Nc1sc2c(n1)cccc2)OC
511,2,c1cc(ccc1N=NC2=C(NC(=O)C(C#N)=C2C)O)C3NC(=O)NC(C)=C3C(OCC)=O,439,,,ethanol,4.52801822323463E-19,2.82616668296426,c1cc(ccc1N=Nc1c(C)c(C#N)c(nc1O)O)C1C(=C(C)NC(=O)N1)C(=O)OCC
122,5,Cc1cc(cc(C)c1[N+](=O)[O-])N=Nc2cc(C)c(c(c2)C)N(C)C,382,,,,5.20366492146597E-19,3.2478721827783,Cc1cc(cc(C)c1[N+](=O)[O-])N=Nc1cc(C)c(c(c1)C)N(C)C
84,2,CC(C)OCCCN1C(=C(N=Nc2c(c(c(cc2)))[N+](=O)[O-])C(C)=C(C#N)C1=O)NCCCOC,446,,,ethanol,4.45695067264574E-19,2.78180980677424,CC(C)OCCCN1C(C(=C(C(N=Nc2ccccc2[N+](=O)[O-])=C1NCCCOC)C)C#N)=O
409,2,c1cc(ccc1Br)N=NC=2C(=C(C(=O)N)C(NC=2O)=O)C,420,,,ethanol,4.73285714285714E-19,2.95401708052693,c1cc(ccc1N=Nc1c(C)c(C(N)=O)c(nc1O)O)Br
568,1,c1cc(ccc1N=Nc2cc3CCCN(CCC#N)c3cc2)Cl,420,,,ethanol,4.73285714285714E-19,2.95401708052693,c1cc(ccc1N=Nc1cc2CCCN(CCC#N)c2cc1)Cl
696,5,c1cc(ccc1[N+]([O-])=O)N=Nc2ccc(N)c(c2)OC,488,,,,4.07336065573771E-19,2.54239174963383,c1cc(ccc1[N+]([O-])=O)N=Nc1ccc(N)c(c1)OC
671,1,c1cc(ccc1OC)N=Nc2ccc(NCCC#N)cc2C,395,,,ethanol,5.03240506329114E-19,3.14098018688939,c1cc(ccc1OC)N=Nc1ccc(NCCC#N)cc1C
383,1,c1cc(ccc1)N=Nc2ccc(cc2)N(CCC#N)CC,399,,,ethanol,4.98195488721805E-19,3.10949166371256,c1cc(ccc1)N=Nc1ccc(cc1)N(CCC#N)CC
663,1,c1cc(ccc1O)N=Nc2ccc(cc2)Cl,356,,,ethanol,5.58370786516854E-19,3.48507633095874,c1cc(ccc1O)N=Nc1ccc(cc1)Cl
437,2,c1cc(ccc1C(OC)=O)N=NC=2C(=C(C#N)C(N(CCCOC(C)C)C=2NCCCOC)=O)C,440,,,ethanol,4.51772727272727E-19,2.81974357686662,c1cc(ccc1C(OC)=O)N=NC=1C(=C(C#N)C(N(CCCOC(C)C)C=1NCCCOC)=O)C
593,4,c1cc(ccc1N=Nc2ccc(cc2)CSS(=O)(=O)C)CSS(=O)(=O)C,342,154800,5.18977095634687,water,5.81228070175439E-19,3.62774027433132,c1cc(ccc1N=Nc1ccc(cc1)CSS(=O)(=O)C)CSS(=O)(=O)C
452,5,c1cc(ccc1Cl)-c2c(c(N)sc2N=Nc3sc4c(ccc(c4)[N+]([O-])=O)n3)C#N,535,,,,3.71551401869159E-19,2.31904144639497,c1cc(ccc1Cl)-c1c(c(N)sc1N=Nc1sc2c(ccc(c2)[N+]([O-])=O)n1)C#N
556,2,c1cc(ccc1N=Nc2c3c4c(C(=O)N(CCCCCCCCCC)C(=O)c4ccc3)cc2)N(CC)CC,525,,,ethanol,3.78628571428572E-19,2.36321366442154,c1cc(ccc1N=Nc1c2c3c(C(=O)N(CCCCCCCCCC)C(=O)c3ccc2)cc1)N(CC)CC
12,5,C(C)N(CC)c1cc(c(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O)OC,526,,,,3.77908745247148E-19,2.35872086277816,C(C)N(CC)c1cc(c(cc1)N=Nc1ccc(cc1Cl)[N+]([O-])=O)OC
392,1,c1cc(ccc1)N=Nc2ccccc2,318,,,ethanol,6.25094339622642E-19,3.90153199314877,c1cc(ccc1)N=Nc1ccccc1
96,2,CCN(CC)c1ccc(c(O)c1)N=Nc2nc3c(s2)cc(cc3)OC,518,,,ethanol,3.83745173745174E-19,2.39514898421102,CCN(CC)c1ccc(c(O)c1)N=Nc1nc2c(s1)cc(cc2)OC
667,1,c1cc(ccc1O)N=Nc2ccc(cc2Cl)Cl,366,,,ethanol,5.43114754098361E-19,3.38985566617844,c1cc(ccc1O)N=Nc1ccc(cc1Cl)Cl
628,1,c1cc(ccc1N=Nc2cccc(OC)c2)O,349,,,ethanol,5.69570200573066E-19,3.55497757541923,c1cc(ccc1N=Nc1cccc(OC)c1)O
762,1,c1ccccc1N=Nc2ccc(NCCC#N)cc2C,396,,,ethanol,5.01969696969697E-19,3.13304841874068,c1ccccc1N=Nc1ccc(NCCC#N)cc1C
763,1,c1ccccc1N=Nc2ccc(O)cc2O,380,,,ethanol,5.23105263157895E-19,3.26496624689819,c1ccccc1N=Nc1ccc(O)cc1O
677,4,c1cc(ccc1OC)N=Nc2sccc2,375,1778.4,3.25002944969093,acetonitrile,5.3008E-19,3.30849913019016,c1cc(ccc1OC)N=Nc1sccc1
654,5,c1cc(ccc1NCCC#N)N=Nc2ccc(cc2)[N+](=O)[O-],455,,,,4.36879120879121E-19,2.72678499740947,c1cc(ccc1NCCC#N)N=Nc1ccc(cc1)[N+](=O)[O-]
334,5,c1c(O)c2ncccc2c(c1)N=Nc3nccs3,428,,,,4.64439252336449E-19,2.89880180799372,c1c(O)c2ncccc2c(c1)N=Nc1nccs1
718,5,c1cccc(N=Nc2c(C)[nH]nc2C)c1F,334,15230.7692307692,4.18272183795469,acetonitrile,5.95149700598802E-19,3.71463225695003,c1cccc(N=Nc2c(C)[nH]nc2C)c1F
668,3,c1cc(ccc1OC)N=Nc2c(noc2C)C,337,,,acetonitrile,5.89851632047478E-19,3.68156431400982,c1cc(ccc1OC)N=Nc1c(noc1C)C
743,2,c1ccccc1N=NC=2C(=C(C#N)C(N(CCCOC(C)C)C=2NCCCOC)=O)C,418,,,ethanol,4.7555023923445E-19,2.96815113354381,c1ccccc1N=NC=1C(=C(C#N)C(N(CCCOC(C)C)C=1NCCCOC)=O)C
188,5,Fc1c(F)c(c(F)c(F)c1N=Nc2c(F)c(F)c(c(F)c2F)F)F,310,16902.4390243902,4.22794937789207,acetonitrile,6.41225806451613E-19,4.00221668974616,Fc1c(F)c(c(F)c(F)c1N=Nc1c(F)c(F)c(c(F)c1F)F)F
652,5,c1cc(ccc1NCCC#N)N=Nc2ccc(cc2)C,395,,,,5.03240506329114E-19,3.14098018688939,c1cc(ccc1NCCC#N)N=Nc1ccc(cc1)C
75,2,CC(C)(C)c1cc(N=Nc2ccc(cc2OC)[N+](=O)[O-])c(c(C(C)(C)C)c1)O,450,,,ethanol,4.41733333333333E-19,2.7570826084918,CC(C)(C)c1cc(N=Nc2ccc(cc2OC)[N+](=O)[O-])c(c(C(C)(C)C)c1)O
658,1,c1cc(ccc1O)N=Nc2c(cc(Br)cc2)Cl,368,,,ethanol,5.40163043478261E-19,3.37143253755791,c1cc(ccc1O)N=Nc1c(cc(Br)cc1)Cl
688,5,c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)NCC,468,,,,4.2474358974359E-19,2.65104096970366,c1cc(ccc1[N+](=O)[O-])N=Nc1ccc(cc1)NCC
196,5,Fc1cccc(F)c1N=Nc2c(F)cccc2F,305,331129.625063789,5.51999803736993,acetonitrile,6.51737704918033E-19,4.06782679941413,Fc1cccc(F)c1N=Nc1c(F)cccc1F
191,5,Fc1c(F)cc(c(F)c1N=Nc2c(F)c(F)cc(c2F)F)F,303,97179.4131092645,4.98757427192212,acetonitrile,6.56039603960396E-19,4.09467714132446,Fc1c(F)cc(c(F)c1N=Nc1c(F)c(F)cc(c1F)F)F
269,5,c1(c(N=Nc2cccnc2)c(C)on1)C,316,,,,6.29050632911392E-19,3.92622523361174,c1(c(N=Nc2cccnc2)c(C)on1)C
551,3,c1cc(ccc1N=Nc2c(n[nH]c2C)C)[N+]([O-])=O,360,,,acetonitrile,5.52166666666667E-19,3.44635326061475,c1cc(ccc1N=Nc1c(n[nH]c1C)C)[N+]([O-])=O
16,1,C(C)N(CC)c1ccc(cc1)N=Nc2ccc(cc2)C#N,466,,,ethanol,4.2656652360515E-19,2.66241882794273,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)C#N
429,2,c1cc(ccc1C(=O)O)N=NC=2C(=C(C(=O)N)C(NC=2O)=O)C,422,,,ethanol,4.71042654028436E-19,2.94001699957657,c1cc(ccc1C(=O)O)N=Nc1c(C)c(C(N)=O)c(nc1O)O
772,1,c1ccccc1N=Nc2ccc3c(c2)CCCN3,418,,,ethanol,4.7555023923445E-19,2.96815113354381,c1ccccc1N=Nc1ccc2c(c1)CCCN2
30,2,C(CO)N(CCO)c1ccc(cc1)N=Nc2ccc(cc2)C,409,,,ethanol,4.8601466992665E-19,3.03346497266824,C(CO)N(CCO)c1ccc(cc1)N=Nc1ccc(cc1)C
379,5,c1cc(ccc1)N=Nc2ccc(cc2)C(C)=O,326,,,,6.09754601226994E-19,3.80578887675249,c1cc(ccc1)N=Nc1ccc(cc1)C(C)=O
717,5,c1ccc2c(c1)nc(N=Nc3ccccc3SC)s2,328,,,,6.06036585365854E-19,3.78258284701619,c1ccc2c(c1)nc(N=Nc1ccccc1SC)s2
793,4,c1cnc(N=Nc2c(cccc2)F)s1,369,19800,4.29666519026153,acetonitrile,5.3869918699187E-19,3.36229586401439,c1cnc(N=Nc2c(cccc2)F)s1
253,5,c1(N=Nc2c(C)cc(cc2)C)c(C)cc(cc1)C,346,,,,5.74508670520231E-19,3.58580108040841,c1(N=Nc2c(C)cc(cc2)C)c(C)cc(cc1)C
560,1,c1cc(ccc1N=Nc2cc(C)ccc2)N(C)C,407,,,ethanol,4.88402948402948E-19,3.04837143445039,c1cc(ccc1N=Nc1cc(C)ccc1)N(C)C
418,4,c1cc(ccc1C#N)N=Nc2ccc(s2)OC,414,576,2.76042248342321,acetonitrile,4.80144927536232E-19,2.9968289222737,c1cc(ccc1C#N)N=Nc1ccc(s1)OC
358,2,c1cc(ccc1)-c2c(C(OCC)=O)c(N3CC3)sc2N=Nc4ccc(cc4Cl)C,501,,,ethanol,3.96766467065868E-19,2.47642150463335,c1cc(ccc1)-c1c(C(OCC)=O)c(N2CC2)sc1N=Nc1ccc(C)cc1Cl
586,2,c1cc(ccc1N=Nc2ccc(cc2)Br)N(CCO)CCO,421,,,ethanol,4.72161520190024E-19,2.94700041287722,c1cc(ccc1N=Nc1ccc(cc1)Br)N(CCO)CCO
60,4,C1CN(CCC1)c2c(N=Nc3c(C)onc3C)cccc2,316,57960,4.76312837679914,dimethyl sulfoxide,6.29050632911392E-19,3.92622523361174,C1CN(CCC1)c1c(N=Nc2c(C)onc2C)cccc1
299,5,c1(cc[nH]n1)N=Nc2c(cccc2)F,328,,,,6.06036585365854E-19,3.78258284701619,c1(cc[nH]n1)N=Nc1c(cccc1)F
63,4,C1CN(CCC1)c2cc(NC(=O)CCl)ccc2N=Nc3c(cc(NC(=O)CCl)cc3)N4CCCCC4,445,5.976,0.776410588807342,water,4.46696629213483E-19,2.78806106476699,C1CN(CCC1)c1cc(NC(=O)CCl)ccc1N=Nc1c(cc(NC(=O)CCl)cc1)N1CCCCC1
642,5,c1cc(ccc1NC(=O)C)N=Nc2sc3c(n2)cccc3,371,,,,5.35795148247979E-19,3.34417027984181,c1cc(ccc1NC(=O)C)N=Nc1sc2c(n1)cccc2
636,4,c1cc(ccc1N=Nc2nccs2)N(C)C,484,1.8,0.255272505103306,acetonitrile,4.10702479338843E-19,2.56340325169692,c1cc(ccc1N=Nc1nccs1)N(C)C
229,1,OCCN(CCO)c1ccc(N=Nc2ccccc2C)c(C)c1,418,,,ethanol,4.7555023923445E-19,2.96815113354381,OCCN(CCO)c1ccc(N=Nc2ccccc2C)c(C)c1
421,4,c1cc(ccc1C#N)N=Nc2sccc2,371,22860,4.35907622605926,acetonitrile,5.35795148247979E-19,3.34417027984181,c1cc(ccc1C#N)N=Nc1sccc1
241,5,c1(C)cccc(N=Nc2cccc(C)c2)c1,331,,,,6.00543806646526E-19,3.7482996187955,c1(C)cccc(N=Nc2cccc(C)c2)c1
356,2,c1cc(ccc1)-c2c(C(=O)OCC)c(sc2N=Nc3c(cc([N+]([O-])=O)cc3[N+](=O)[O-]))N4CC4,586,,,ethanol,3.39215017064846E-19,2.1172136072036,c1cc(ccc1)-c1c(sc(c1C(=O)OCC)N1CC1)N=Nc1c(cc([N+](=O)[O-])cc1)[N+](=O)[O-]
156,1,FC(F)(F)c1cc(cc(C(F)(F)F)c1)N=Nc2c(C)cc(cc2)N(CCO)CCO,434,,,ethanol,4.58018433179724E-19,2.85872620696155,FC(F)(F)c1cc(cc(C(F)(F)F)c1)N=Nc1c(C)cc(cc1)N(CCO)CCO
435,5,c1cc(ccc1C(C)=O)N=Nc2c(cc(cc2)N(CCC#N)CCO)C,412,,,,4.8247572815534E-19,3.01137663548862,c1cc(ccc1C(C)=O)N=Nc1c(cc(cc1)N(CCC#N)CCO)C
789,5,c1ccccc1Nc2ccc(cc2)N=Nc3ccc(cc3)[N+](=O)[O-],483,,,,4.11552795031056E-19,2.56871050480603,c1ccccc1Nc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-]
800,2,c1nc2c(cc1)c(N=Nc3cnccc3)ccc2O,393,,,ethanol,5.05801526717557E-19,3.15696481888374,c1nc2c(cc1)c(N=Nc1cnccc1)ccc2O
673,2,c1cc(ccc1OC)N=Nc2ccc(c3ncccc23)O,386,,,ethanol,5.14974093264249E-19,3.21421547622101,c1cc(ccc1OC)N=Nc1ccc(c2ncccc12)O
50,4,C1CCN(C1)c2c(N=Nc3ccc(OC)cc3F)ccc(OC)c2,344,255.6,2.40756084948636,acetonitrile,5.77848837209302E-19,3.60664876110846,C1CCN(C1)c1c(N=Nc2ccc(OC)cc2F)ccc(OC)c1
639,5,c1cc(ccc1N=Nc2sc3c(n2)cccc3)SC,392,,,,5.07091836734694E-19,3.16501830056457,c1cc(ccc1N=Nc1sc2c(n1)cccc2)SC
402,2,c1cc(ccc1-n2c(O)c(c(C)n2)N=Nc3c(O)n(nc3C(O)=O)-c4ccc(cc4)S(=O)(=O)O)S(=O)(=O)O,460,,,ethanol,4.32130434782609E-19,2.69714603004633,O=S(=O)(O)c1ccc(cc1)N1N=C(C(=O)O)C(C1=O)N=NC1C(C)=NN(c2ccc(cc2)S(=O)(=O)O)C1=O
323,3,c1c(F)c(c(cc1)F)N=Nc2c(C)n[nH]c2C,321,,,acetonitrile,6.19252336448598E-19,3.86506907732496,c1c(F)c(c(cc1)F)N=Nc1c(C)n[nH]c1C
339,5,c1c([N+](=O)[O-])cccc1N=Nc2cc([N+](=O)[O-])ccc2,311,,,,6.39163987138264E-19,3.989347825792,c1c([N+](=O)[O-])cccc1N=Nc1cc([N+](=O)[O-])ccc1
506,5,c1cc(ccc1N)N=Nc2n[nH]cc2,391,,,,5.08388746803069E-19,3.17311297652509,c1cc(ccc1N)N=Nc1n[nH]cc1
33,2,C(O)(c1ccccc1N=Nc2c(nc(c(C#N)c2C)NCCCOC)NCCCOC)=O,431,,,ethanol,4.61206496519722E-19,2.8786245332281,C(O)(c1ccccc1N=Nc1c(nc(c(C#N)c1C)NCCCOC)NCCCOC)=O
613,1,c1cc(ccc1N=Nc2ccc(cc2)OC)O,357,,,ethanol,5.56806722689076E-19,3.47531421238462,c1cc(ccc1N=Nc1ccc(cc1)OC)O
583,5,c1cc(ccc1N=Nc2ccc(c3ncccc23)O)[N+]([O-])=O,414,,,,4.80144927536232E-19,2.9968289222737,c1cc(ccc1N=Nc1ccc(c2ncccc12)O)[N+]([O-])=O
112,1,CN(C)c1ccc(N=Nc2ccc(cc2)C(C)=O)c(c1)C,452,,,ethanol,4.39778761061947E-19,2.74488312792325,CN(C)c1ccc(N=Nc2ccc(cc2)C(C)=O)c(c1)C
803,5,c1nc2c(cc1)c(N=Nc3nc4ccccc4[nH]3)ccc2O,437,,,,4.5487414187643E-19,2.83910108425929,c1nc2c(cc1)c(N=Nc1nc3ccccc3[nH]1)ccc2O
756,3,c1ccccc1N=Nc2c(noc2C)C,315,,,acetonitrile,6.31047619047619E-19,3.93868944070257,c1ccccc1N=Nc1c(noc1C)C
558,1,c1cc(ccc1N=Nc2cc(C#N)ccc2)N(C)C,435,,,ethanol,4.56965517241379E-19,2.85215442257773,c1cc(ccc1N=Nc1cc(C#N)ccc1)N(C)C
469,2,c1cc(ccc1N(C)C)N=Nc2c(F)c(F)c(c(c2F)F)Sc3ccccc3N,448,,,ethanol,4.43705357142857E-19,2.769391012994,c1cc(ccc1N(C)C)N=Nc1c(F)c(F)c(c(c1F)F)Sc1ccccc1N
495,2,c1cc(ccc1N(CC)CC)N=Nc2ccc(C)cc2,416,,,ethanol,4.77836538461539E-19,2.98242109091661,c1cc(ccc1N=Nc1ccc(cc1)C)N(CC)CC
785,3,c1ccccc1N=Nc2nnn(C)c2,328,,,acetonitrile,6.06036585365854E-19,3.78258284701619,c1ccccc1N=Nc1nnn(C)c1
389,1,c1cc(ccc1)N=Nc2ccc(cc2)NCCC#N,390,,,ethanol,5.09692307692308E-19,3.18124916364439,c1cc(ccc1)N=Nc1ccc(cc1)NCCC#N
195,5,Fc1cccc(F)c1N=Nc2c(F)cc(cc2F)C(OCC)=O,310,107977.058380843,5.03333149181119,acetonitrile,6.41225806451613E-19,4.00221668974616,Fc1cccc(F)c1N=Nc1c(F)cc(cc1F)C(OCC)=O
449,5,c1cc(ccc1C)N=Nc2sccc2,365,,,,5.44602739726027E-19,3.39914294197619,c1cc(ccc1C)N=Nc1sccc1
609,5,c1cc(ccc1N=Nc2ccc(cc2)N3CCOCC3)N4CCOCC4,402,,,,4.94477611940299E-19,3.08628650204306,c1cc(ccc1N=Nc1ccc(cc1)N1CCOCC1)N1CCOCC1
794,4,c1cnc(N=Nc2c(cccc2)I)s1,372,12960,4.11260500153458,acetonitrile,5.34354838709677E-19,3.33518057478847,c1cnc(N=Nc2c(cccc2)I)s1
79,2,CC(C)(C)c1cc(c(O)cc1)N=Nc2nc(-c3ccc(cc3)[N+](=O)[O-])cs2,428,,,ethanol,4.64439252336449E-19,2.89880180799372,CC(C)(C)c1cc(c(O)cc1)N=Nc1nc(-c2ccc(cc2)[N+](=O)[O-])cs1
89,5,CC(C)c1cc(cc(C(C)C)c1N=Cc2cc(N=Nc3ccc(cc3)[N+]([O-])=O)ccc2O)S(=O)(=O)O,267,,,,7.44494382022472E-19,4.64676844127832,CC(C)c1cc(cc(C(C)C)c1N=Cc1cc(N=Nc2ccc(cc2)[N+]([O-])=O)ccc1O)S(=O)(=O)O
274,4,c1(c(c(C)[nH]n1)N=Nc2cc(OC)ccc2)C,330,14004,4.146252102093,acetonitrile,6.02363636363636E-19,3.75965810248882,c1(c(c(C)[nH]n1)N=Nc1cc(OC)ccc1)C
140,2,FC(F)(F)c1c(N=Nc2c(C)c(c(s2)NCCBr)C#N)c(cc(c1)[N+]([O-])=O),598,,,ethanol,3.32408026755853E-19,2.07472771542025,FC(F)(F)c1cc(ccc1N=Nc1c(C)c(c(NCCBr)s1)C#N)[N+](=O)[O-]
249,2,c1(F)c(F)c(c(c(F)c1N=Nc2c(c(F)c(c(c2F)F)NCCO)F)F)F,392,,,ethanol,5.07091836734694E-19,3.16501830056457,c1(F)c(F)c(c(c(F)c1N=Nc1c(c(F)c(c(c1F)F)NCCO)F)F)F
557,2,c1cc(ccc1N=Nc2c3c4c(C(=O)N(CCCCCCCCCC)C(=O)c4ccc3)cc2)NC(=O)C,430,,,ethanol,4.62279069767442E-19,2.88531900888677,c1cc(ccc1N=Nc1c2c3c(C(=O)N(CCCCCCCCCC)C(=O)c3ccc2)cc1)NC(=O)C
634,5,c1cc(ccc1N=Nc2n[nH]cc2)[N+]([O-])=O,340,,,,5.84647058823529E-19,3.64907992300385,c1cc(ccc1N=Nc1n[nH]cc1)[N+]([O-])=O
48,4,C1CCCN1c2cccc(c2N=Nc3c(nn(C)c3C)C)F,312,42840,4.63184946215982,dimethyl sulfoxide,6.37115384615385E-19,3.97656145455548,C1CCCN1c1cccc(c1N=Nc1c(nn(C)c1C)C)F
774,5,c1ccccc1N=Nc2cccc([N+](=O)[O-])c2,327,,,,6.07889908256881E-19,3.79415037865844,c1ccccc1N=Nc1cccc([N+](=O)[O-])c1
464,5,c1cc(ccc1F)N=Nc2sc3cc(ccc3n2)[N+]([O-])=O,342,,,,5.81228070175439E-19,3.62774027433132,c1cc(ccc1F)N=Nc1sc2cc(ccc2n1)[N+]([O-])=O
595,1,c1cc(ccc1N=Nc2ccc(cc2)Cl)N(C)C,417,,,ethanol,4.76690647482014E-19,2.97526900196957,c1cc(ccc1N=Nc1ccc(cc1)Cl)N(C)C
461,3,c1cc(ccc1F)N=Nc2c(noc2C)C,318,,,acetonitrile,6.25094339622642E-19,3.90153199314877,c1cc(ccc1F)N=Nc1c(noc1C)C
62,4,C1CN(CCC1)c2c(cccc2)N=Nc3c(C)n(nc3C)C,329,432000,5.63548374681491,dimethyl sulfoxide,6.0419452887538E-19,3.77108563471523,C1CN(CCC1)c1c(cccc1)N=Nc1c(C)n(nc1C)C
